,,,
Description,Position/ Level,Quantity,Unit
300mm cavity wall (half brick outer 100mm block inner skin),17,1,m2
100mm reinforced concrete wall,18,1,m2
100mm reinforced concrete wall,18,1,m2
100mm reinforced concrete wall,18,1,m2
150mm reinforced concrete wall,19,1,m2
150mm reinforced concrete wall,19,1,m2
150mm reinforced concrete wall,19,1,m2
200mm reinforced concrete wall,20,1,m2
200mm reinforced concrete wall,20,1,m2
200mm reinforced concrete wall,20,1,m2
250mm reinforced concrete wall,21,1,m2
250mm reinforced concrete wall,21,1,m2
250mm reinforced concrete wall,21,1,m2
300mm reinforced concrete wall,22,1,m2
300mm reinforced concrete wall,22,1,m2
300mm reinforced concrete wall,22,1,m2
"Cutting openings in non-load bearing walls; placing debris in rubbish skips, including disposal",2,,
half brick common brickwork,1,1,m2
half brick common brickwork,1,1,m2
half brick facing brickwork,2,1,m2
half brick facing brickwork,2,1,m2
50mm blockwork,3,1,m2
50mm blockwork,3,1,m2
75mm blockwork,4,1,m2
75mm blockwork,4,1,m2
100mm blockwork,5,1,m2
100mm blockwork,5,1,m2
Making good to reveals of openings with materials to match existing,3,,
half brick common brickwork (PC sum £600 per 1000),1,1,m
half brick common brickwork (PC sum £600 per 1000),1,1,m
half brick common brickwork (PC sum £600 per 1000),1,1,m
one brick common brickwork (PC sum £600 per 1000),2,1,m
one brick common brickwork (PC sum £600 per 1000),2,1,m
one brick common brickwork (PC sum £600 per 1000),2,1,m
one and a half brick common brickwork (PC sum £600 per 1000),3,1,m
one and a half brick common brickwork (PC sum £600 per 1000),3,1,m
one and a half brick common brickwork (PC sum £600 per 1000),3,1,m
two brick common brickwork (PC sum £600 per 1000),4,1,m
two brick common brickwork (PC sum £600 per 1000),4,1,m
two brick common brickwork (PC sum £600 per 1000),4,1,m
half brick class B engineering brickwork (PC sum £650 per 1000),5,1,m
half brick class B engineering brickwork (PC sum £650 per 1000),5,1,m
half brick class B engineering brickwork (PC sum £650 per 1000),5,1,m
one brick class B engineering brickwork (PC sum £650 per 1000),6,1,m
one brick class B engineering brickwork (PC sum £650 per 1000),6,1,m
one brick class B engineering brickwork (PC sum £650 per 1000),6,1,m
one and a half brick class B engineering brickwork (PC sum £650 per 1000),7,1,m
one and a half brick class B engineering brickwork (PC sum £650 per 1000),7,1,m
one and a half brick class B engineering brickwork (PC sum £650 per 1000),7,1,m
two brick class B engineering brickwork (PC sum £650 per 1000),8,1,m
two brick class B engineering brickwork (PC sum £650 per 1000),8,1,m
two brick class B engineering brickwork (PC sum £650 per 1000),8,1,m
half brick facing bricks (PC sum £700 per 1000),9,1,m
half brick facing bricks (PC sum £700 per 1000),9,1,m
half brick facing bricks (PC sum £700 per 1000),9,1,m
one brick facing bricks (PC sum £700 per 1000),10,1,m
one brick facing bricks (PC sum £700 per 1000),10,1,m
one brick facing bricks (PC sum £700 per 1000),10,1,m
250 or 275mm cavity wall (100 or 125mm inner and outer skins),11,1,m
250 or 275mm cavity wall (100 or 125mm inner and outer skins),11,1,m
250 or 275mm cavity wall (100 or 125mm inner and outer skins),11,1,m
250 or 275mm cavity wall (100 or 125mm inner and outer skins),11,1,m
"250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",12,1,m
"250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",12,1,m
"250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",12,1,m
"250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",12,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm block inner skins)",13,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm block inner skins)",13,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm block inner skins)",13,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm block inner skins)",13,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",14,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",14,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",14,1,m
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm block inner skins)",14,1,m
50mm blockwork,15,1,m
50mm blockwork,15,1,m
50mm blockwork,15,1,m
75mm blockwork,16,1,m
75mm blockwork,16,1,m
75mm blockwork,16,1,m
100mm blockwork,17,1,m
100mm blockwork,17,1,m
100mm blockwork,17,1,m
125mm blockwork,18,1,m
125mm blockwork,18,1,m
125mm blockwork,18,1,m
150mm blockwork,19,1,m
150mm blockwork,19,1,m
150mm blockwork,19,1,m
200mm blockwork,20,1,m
200mm blockwork,20,1,m
200mm blockwork,20,1,m
215mm blockwork,21,1,m
215mm blockwork,21,1,m
215mm blockwork,21,1,m
100mm reinforced concrete wall,22,1,m
100mm reinforced concrete wall,22,1,m
150mm reinforced concrete wall,23,1,m
150mm reinforced concrete wall,23,1,m
300mm reinforced concrete wall,24,1,m
300mm reinforced concrete wall,24,1,m
Filling in openings in existing structures,9,,
Infilling with brickwork in gauged mortar (1:1:6),1,,
half brick wall in commons (PC sum £600 per 1000),1,1,m2
half brick wall in commons (PC sum £600 per 1000),1,1,m2
half brick wall in commons (PC sum £600 per 1000),1,1,m2
one brick wall in commons (PC sum £600 per 1000),2,1,m2
one brick wall in commons (PC sum £600 per 1000),2,1,m2
one brick wall in commons (PC sum £600 per 1000),2,1,m2
one and a half brick wall in commons (PC sum £600 per 1000),3,1,m2
one and a half brick wall in commons (PC sum £600 per 1000),3,1,m2
one and a half brick wall in commons (PC sum £600 per 1000),3,1,m2
two brick wall in commons (PC sum £600 per 1000),4,1,m2
two brick wall in commons (PC sum £600 per 1000),4,1,m2
two brick wall in commons (PC sum £600 per 1000),4,1,m2
half brick wall in class B engineering bricks (PC sum £650 per 1000),5,1,m2
half brick wall in class B engineering bricks (PC sum £650 per 1000),5,1,m2
half brick wall in class B engineering bricks (PC sum £650 per 1000),5,1,m2
one brick wall in class B engineering bricks (PC sum £650 per 1000),6,1,m2
one brick wall in class B engineering bricks (PC sum £650 per 1000),6,1,m2
one brick wall in class B engineering bricks (PC sum £650 per 1000),6,1,m2
one and a half brick wall in class B engineering bricks (PC sum £650 per 1000),7,1,m2
one and a half brick wall in class B engineering bricks (PC sum £650 per 1000),7,1,m2
one and a half brick wall in class B engineering bricks (PC sum £650 per 1000),7,1,m2
two brick wall in class B engineering bricks (PC sum £650 per 1000),8,1,m2
two brick wall in class B engineering bricks (PC sum £650 per 1000),8,1,m2
two brick wall in class B engineering bricks (PC sum £650 per 1000),8,1,m2
half brick wall in facing bricks (PC sum £700 per 1000),9,1,m2
half brick wall in facing bricks (PC sum £700 per 1000),9,1,m2
half brick wall in facing bricks (PC sum £700 per 1000),9,1,m2
one brick wall in facing bricks (PC sum £700 per 1000),10,1,m2
one brick wall in facing bricks (PC sum £700 per 1000),10,1,m2
one brick wall in facing bricks (PC sum £700 per 1000),10,1,m2
Infilling with blockwork in gauged mortar (1:1:6),2,,
50mm blockwork,1,1,m2
50mm blockwork,1,1,m2
50mm blockwork,1,1,m2
75mm blockwork,2,1,m2
75mm blockwork,2,1,m2
75mm blockwork,2,1,m2
100mm blockwork,3,1,m2
100mm blockwork,3,1,m2
100mm blockwork,3,1,m2
125mm blockwork,4,1,m2
125mm blockwork,4,1,m2
125mm blockwork,4,1,m2
150mm blockwork,5,1,m2
150mm blockwork,5,1,m2
150mm blockwork,5,1,m2
200mm blockwork,6,1,m2
200mm blockwork,6,1,m2
200mm blockwork,6,1,m2
215mm blockwork,7,1,m2
215mm blockwork,7,1,m2
215mm blockwork,7,1,m2
Infilling with composite walling in gauged mortar (1:1:6),3,,
250 or 275mm cavity wall (100 or 125mm block outer and inner skins),1,1,m2
250 or 275mm cavity wall (100 or 125mm block outer and inner skins),1,1,m2
250 or 275mm cavity wall (100 or 125mm block outer and inner skins),1,1,m2
250 or 275mm cavity wall (100 or 125mm block outer and inner skins),1,1,m2
250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer and 100 or 125mm inner skins),2,1,m2
250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer and 100 or 125mm inner skins),2,1,m2
250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer and 100 or 125mm inner skins),2,1,m2
250 or 275mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer and 100 or 125mm inner skins),2,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm inner skins)",3,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm inner skins)",3,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm inner skins)",3,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 150mm inner skins)",3,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm inner skins)",4,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm inner skins)",4,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm inner skins)",4,1,m2
"300mm cavity wall (half brick; facing bricks (PC sum £700 per 1000) outer, 100mm inner skins)",4,1,m2
"Cutting, toothing and bonding ends of new walls into existing",10,,
Common brickwork (PC sum £600 per 1000); in alternate courses,1,,
half brick wall,1,1,m
half brick wall,1,1,m
half brick wall,1,1,m
one brick wall,2,1,m
one brick wall,2,1,m
one brick wall,2,1,m
one and a half brick wall,3,1,m
one and a half brick wall,3,1,m
one and a half brick wall,3,1,m
two brick wall,4,1,m
two brick wall,4,1,m
two brick wall,4,1,m
Class B engineering brickwork (PC sum £650 per 1000); in alternate courses,2,,
half brick wall,1,1,m
half brick wall,1,1,m
half brick wall,1,1,m
one brick wall,2,1,m
one brick wall,2,1,m
one brick wall,2,1,m
one and a half brick wall,3,1,m
one and a half brick wall,3,1,m
one and a half brick wall,3,1,m
two brick wall,4,1,m
two brick wall,4,1,m
two brick wall,4,1,m
facing bricks (PC sum £700 per 1000); in alternate courses,3,,
half brick wall,1,1,m
half brick wall,1,1,m
half brick wall,1,1,m
one brick wall,2,1,m
one brick wall,2,1,m
one brick wall,2,1,m
Blockwork; in alternate courses,4,,
50mm thick,1,1,m
50mm thick,1,1,m
50mm thick,1,1,m
75mm thick,2,1,m
75mm thick,2,1,m
75mm thick,2,1,m
100mm thick,3,1,m
100mm thick,3,1,m
100mm thick,3,1,m
125mm thick,4,1,m
125mm thick,4,1,m
125mm thick,4,1,m
150mm thick,5,1,m
150mm thick,5,1,m
150mm thick,5,1,m
200mm thick,6,1,m
200mm thick,6,1,m
200mm thick,6,1,m
215mm thick,7,1,m
215mm thick,7,1,m
215mm thick,7,1,m
Making good to floors after alterations in materials to match existing,11,,
Concrete floor slabs; jointing to existing; 100mm thick,1,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
Concrete floor slabs; jointing to existing; 150mm thick,2,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; not exceeding 1.00m2,3,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,4,1,nr
Cement and sand (1:3) trowelled screed; jointing to existing,3,,
25mm thick,1,1,m2
25mm thick,1,1,m2
38mm thick,2,1,m2
38mm thick,2,1,m2
50mm thick,3,1,m2
50mm thick,3,1,m2
65mm thick,4,1,m2
65mm thick,4,1,m2
Timber floors; 25mm thick tongued and grooved softwood boarding on 47 x 150mm joists at 400mm centres,4,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
Timber floors; 25mm thick tongued and grooved softwood boarding on 47 x 200mm joists at 400mm centres,5,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
"Timber floors; 22mm thick tongued and grooved V313 moisture-resistant chipboard, BS EN 312:2010, on 47 x 150mm joists at 400mm centres",6,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
"Timber floors; 25mm thick tongued and grooved V313 moisture-resistant chipboard, BS EN 312:2010, on 47 x 200mm joists at 400mm centres",7,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
over 300mm wide,3,1,m2
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; not exceeding 1.00m2,4,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
isolated areas; 1.00 - 2.00m2,5,1,nr
Making good to faces of walls after alterations in materials to match existing,12,,
Common brickwork (PC sum £600 per 1000); in cement mortar (1:3),1,,
half brick wide,1,1,m
half brick wide,1,1,m
half brick wide,1,1,m
one brick wide,2,1,m
one brick wide,2,1,m
one brick wide,2,1,m
one and a half brick wide,3,1,m
one and a half brick wide,3,1,m
one and a half brick wide,3,1,m
two brick wide,4,1,m
two brick wide,4,1,m
two brick wide,4,1,m
isolated areas; not exceeding 0.01m2,5,1,nr
isolated areas; not exceeding 0.01m2,5,1,nr
isolated areas; not exceeding 0.01m2,5,1,nr
isolated areas; 0.01 - 0.05m2,6,1,nr
isolated areas; 0.01 - 0.05m2,6,1,nr
isolated areas; 0.01 - 0.05m2,6,1,nr
isolated areas; 0.05 - 0.10m2,7,1,nr
isolated areas; 0.05 - 0.10m2,7,1,nr
isolated areas; 0.05 - 0.10m2,7,1,nr
Class B engineering brickwork (PC sum £650 per 1000); in cement mortar (1:3),2,,
half brick wide,1,1,m
half brick wide,1,1,m
half brick wide,1,1,m
